file_id,img_readable,mask_readable,size_match,issues_count,issues,img_format,img_shape,img_dtype,img_bands,img_has_data,img_nodata,mask_format,mask_shape,mask_classes,mask_values,mask_range
biodiversity_0033,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0034,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0035,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0036,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0037,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0038,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0039,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0040,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0042,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0043,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0045,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[0, 1, 2]","(np.uint8(0), np.uint8(2))"
biodiversity_0047,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0049,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0050,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0051,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0052,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0053,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0054,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0055,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0056,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0057,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0058,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0059,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 3]","(np.uint8(1), np.uint8(3))"
biodiversity_0060,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0061,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0064,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0065,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0066,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0068,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0069,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0070,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0071,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0075,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0076,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0077,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0079,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0080,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0082,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0083,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0085,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0087,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0088,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0089,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0091,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0092,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0094,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0095,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0096,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0099,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0100,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0103,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0104,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0105,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0106,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0107,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0108,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0109,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0110,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0111,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0113,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0114,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0115,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[1, 2, 3, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0116,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[1, 2, 3, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0117,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0118,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0119,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0120,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0121,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0122,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0123,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0124,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0126,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0128,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0129,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0130,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0131,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0132,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0134,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0135,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0136,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0137,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0138,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0139,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0141,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0142,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0143,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0145,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0146,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0147,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0148,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0150,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0152,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0153,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0154,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0155,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0156,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0157,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0158,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0159,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0160,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0162,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 3, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0163,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",6,"[0, 1, 2, 3, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0165,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0166,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0167,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0169,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0172,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0173,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0174,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0176,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0177,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0178,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0179,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0180,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0181,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0182,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0183,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0184,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0185,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[1, 2, 4, 5]","(np.uint8(1), np.uint8(5))"
biodiversity_0186,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",5,"[0, 1, 2, 4, 5]","(np.uint8(0), np.uint8(5))"
biodiversity_0187,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0188,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
biodiversity_0190,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0191,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",2,"[1, 2]","(np.uint8(1), np.uint8(2))"
biodiversity_0193,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",3,"[1, 2, 4]","(np.uint8(1), np.uint8(4))"
biodiversity_0194,True,True,True,0,,GeoTIFF,"(512, 512, 4)",float32,4,True,,PNG,"(512, 512)",4,"[0, 1, 2, 4]","(np.uint8(0), np.uint8(4))"
